Time,PolygonId,Area
2019-03-14,MTAxLjk5MDQsMzguMTQyOA,19.4
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-14,MTAxLjk5MDQsMzguMTQyOA,19.4
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-14,MTAxLjk5MDQsMzguMTQyOA,19.4
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-13,MTAxLjk5NjEsMzguMTUwNQ,3.09
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-14,MTAyLDM4LjE1NTQ,3168.89
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-14,MTAyLDM4LjE1NTQ,3168.89
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-14,MTAyLDM4LjE1NTQ,3168.89
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-14,MTAyLDM4LjE1NTQ,3168.89
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-14,MTAyLDM4LjE1NTQ,3168.89
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-03-25,MTAyLjUxMTYsMzguMTg5OA,0.16
2019-01-31,MTAyLjEzNzMsMjMuMzEwNA,2.01
2019-01-31,MTAyLjEzNzMsMjMuMzEwNA,2.01
2019-03-13,MTAzLjQ0MjEsLTIuMDg0Mw,6.67
2019-03-13,MTAzLjQ0MjEsLTIuMDg0Mw,6.67
2019-03-13,MTAzLjQ0MjEsLTIuMDg0Mw,6.67
2019-03-13,MTAzLjQ0MjEsLTIuMDg0Mw,6.67
2019-03-13,MTAzLjQ0MjEsLTIuMDg0Mw,6.67
2019-03-13,MTAzLjQ0MjEsLTIuMDg0Mw,6.67
2019-03-13,MTAzLjQ0MjEsLTIuMDg0Mw,6.67
2019-03-13,MTAzLjQ0MjEsLTIuMDg0Mw,6.67
2019-02-13,MTAzLjQ0MzQsLTIuMTIyNg,13.74
2019-02-13,MTAzLjQ0MzQsLTIuMTIyNg,13.74
2019-02-13,MTAzLjQ0MzQsLTIuMTIyNg,13.74
2019-02-13,MTAzLjQ0MzQsLTIuMTIyNg,13.74
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-25,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-15,MTAzLjQ0ODQsLTIuMDc2NA,60.44
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-14,MTAzLjM0MjUsLTIuMDMwOA,7013.84
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
2019-03-27,MTE4LjQ5NjIsMzQuODQ3NA,1.04
